image_path,true_label,predicted_label,predicted_probability
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes1265.jpg,shoes,plastic,0.543181300163269
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper1028.jpg,paper,clothes,0.9154950380325317
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass232.jpg,white-glass,metal,0.47192853689193726
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic634.jpg,plastic,metal,0.8982692956924438
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic778.jpg,plastic,metal,0.5165093541145325
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal288.jpg,metal,brown-glass,0.42870569229125977
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic806.jpg,plastic,white-glass,0.6200624108314514
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/green-glass/green-glass621.jpg,green-glass,white-glass,0.562850296497345
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass49.jpg,white-glass,brown-glass,0.7341288924217224
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass349.jpg,white-glass,plastic,0.6802080273628235
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic668.jpg,plastic,white-glass,0.600321888923645
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass167.jpg,brown-glass,white-glass,0.42796337604522705
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic701.jpg,plastic,white-glass,0.6310339570045471
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper534.jpg,paper,clothes,0.7193903923034668
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological9.jpg,biological,shoes,0.5493592023849487
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic371.jpg,plastic,cardboard,0.7278894782066345
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass472.jpg,brown-glass,metal,0.9485952258110046
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass507.jpg,brown-glass,metal,0.8039129972457886
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard682.jpg,cardboard,paper,0.6480239033699036
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass265.jpg,white-glass,plastic,0.5743424296379089
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic428.jpg,plastic,white-glass,0.9119981527328491
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard463.jpg,cardboard,plastic,0.4024227559566498
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes1828.jpg,shoes,clothes,0.7072716355323792
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic444.jpg,plastic,brown-glass,0.621719241142273
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass339.jpg,brown-glass,white-glass,0.7405697107315063
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass113.jpg,white-glass,metal,0.35760194063186646
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological702.jpg,biological,paper,0.4596458375453949
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal104.jpg,metal,white-glass,0.857745885848999
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal382.jpg,metal,brown-glass,0.537121057510376
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass8.jpg,white-glass,metal,0.7405986189842224
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic475.jpg,plastic,green-glass,0.43304044008255005
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological679.jpg,biological,paper,0.5197407007217407
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper834.jpg,paper,cardboard,0.5501144528388977
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper842.jpg,paper,biological,0.5458985567092896
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper569.jpg,paper,metal,0.652645468711853
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic459.jpg,plastic,cardboard,0.5986447334289551
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper1038.jpg,paper,clothes,0.6418870091438293
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard748.jpg,cardboard,plastic,0.7525752186775208
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological833.jpg,biological,green-glass,0.766983151435852
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper614.jpg,paper,cardboard,0.7540590167045593
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes248.jpg,shoes,brown-glass,0.4770468771457672
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic268.jpg,plastic,green-glass,0.5693880319595337
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes4635.jpg,clothes,shoes,0.9762795567512512
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard39.jpg,cardboard,shoes,0.41077950596809387
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/green-glass/green-glass613.jpg,green-glass,biological,0.36658936738967896
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal228.jpg,metal,battery,0.5139559507369995
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological660.jpg,biological,paper,0.5984237790107727
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard168.jpg,cardboard,metal,0.5019324421882629
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass225.jpg,white-glass,paper,0.6003223657608032
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass346.jpg,white-glass,paper,0.5065116882324219
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes1784.jpg,shoes,clothes,0.3445257544517517
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/battery/battery639.jpg,battery,cardboard,0.8271662592887878
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass222.jpg,white-glass,green-glass,0.7857730984687805
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic492.jpg,plastic,trash,0.758468747138977
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper786.jpg,paper,plastic,0.5930375456809998
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/green-glass/green-glass113.jpg,green-glass,white-glass,0.7030894756317139
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic91.jpg,plastic,white-glass,0.7431706190109253
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper906.jpg,paper,metal,0.9877930283546448
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass234.jpg,white-glass,plastic,0.7041751742362976
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/battery/battery907.jpg,battery,plastic,0.7935643196105957
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic477.jpg,plastic,paper,0.3980739712715149
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass258.jpg,white-glass,plastic,0.6292137503623962
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes3623.jpg,clothes,shoes,0.9895338416099548
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard772.jpg,cardboard,biological,0.5276747345924377
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper10.jpg,paper,metal,0.4219364523887634
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological10.jpg,biological,brown-glass,0.29388970136642456
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic474.jpg,plastic,shoes,0.4532007575035095
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic497.jpg,plastic,trash,0.8839423656463623
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass373.jpg,brown-glass,cardboard,0.8171324133872986
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/battery/battery163.jpg,battery,metal,0.41947805881500244
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass69.jpg,brown-glass,battery,0.35185372829437256
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper754.jpg,paper,cardboard,0.4445987939834595
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological15.jpg,biological,trash,0.5757918357849121
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/battery/battery839.jpg,battery,metal,0.9056507349014282
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/battery/battery872.jpg,battery,brown-glass,0.5583724975585938
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/green-glass/green-glass132.jpg,green-glass,plastic,0.4564445912837982
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal744.jpg,metal,battery,0.8467246890068054
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/shoes/shoes993.jpg,shoes,clothes,0.532248854637146
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/battery/battery876.jpg,battery,brown-glass,0.7296918034553528
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard539.jpg,cardboard,battery,0.8946171998977661
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/green-glass/green-glass98.jpg,green-glass,biological,0.853293776512146
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes526.jpg,clothes,cardboard,0.5151755213737488
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass476.jpg,brown-glass,metal,0.9149640202522278
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic404.jpg,plastic,brown-glass,0.429341584444046
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/brown-glass/brown-glass202.jpg,brown-glass,metal,0.6559730768203735
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes2964.jpg,clothes,shoes,0.9850934743881226
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper958.jpg,paper,cardboard,0.976173460483551
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic159.jpg,plastic,white-glass,0.8224160075187683
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass170.jpg,white-glass,plastic,0.884423553943634
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard405.jpg,cardboard,metal,0.6189237236976624
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/biological/biological477.jpg,biological,shoes,0.5103899836540222
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard442.jpg,cardboard,metal,0.44251951575279236
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic820.jpg,plastic,white-glass,0.9316883683204651
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic238.jpg,plastic,white-glass,0.3229731321334839
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/green-glass/green-glass420.jpg,green-glass,plastic,0.5082686543464661
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper704.jpg,paper,plastic,0.4223165214061737
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/green-glass/green-glass235.jpg,green-glass,plastic,0.6180838346481323
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper645.jpg,paper,cardboard,0.7197051048278809
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass431.jpg,white-glass,plastic,0.5284544229507446
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes5277.jpg,clothes,shoes,0.9269144535064697
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/plastic/plastic761.jpg,plastic,trash,0.6129634380340576
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard730.jpg,cardboard,clothes,0.8725045919418335
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/cardboard/cardboard791.jpg,cardboard,biological,0.9031273126602173
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes3206.jpg,clothes,shoes,0.806340217590332
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/trash/trash539.jpg,trash,battery,0.6343565583229065
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper1008.jpg,paper,cardboard,0.43922388553619385
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/metal/metal585.jpg,metal,battery,0.7230684757232666
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/battery/battery869.jpg,battery,trash,0.438276082277298
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes5201.jpg,clothes,shoes,0.9380935430526733
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass24.jpg,white-glass,metal,0.6216282248497009
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass101.jpg,white-glass,metal,0.9604689478874207
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass233.jpg,white-glass,brown-glass,0.6093494296073914
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass760.jpg,white-glass,metal,0.9014857411384583
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/white-glass/white-glass735.jpg,white-glass,metal,0.8938332200050354
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/paper/paper669.jpg,paper,clothes,0.37400147318840027
/kaggle/input/datasets/mostafaabla/garbage-classification/garbage_classification/clothes/clothes3545.jpg,clothes,shoes,0.9756508469581604
